"PLOCode","PLOName","PLODescription","ProgramCode","AcademicProgram","CollegeCode","DepartmentCode"
"6237N.4226.4","6237N - Language Studies (AC)-4226.4","Apply knowledge of cultural norms, values, beliefs, and regional variations to settings where the target language is used. (AFR/ASB/CCS202, AHU+++, ARB+++, ASL+++, CHI+++, COM163, COM263, FRE+++, GER+++, GRK+++, HBR+++, HEB+++, ITA+++, ITH+++, JPN+++, LAT+++, NAV+++, PIM+++, POR+++, RUS+++, SPA+++, SPH+++, SOC241) ","6237NAC","6237N - Language Studies (AC)","08MLNGHUM","MLNGHUM.LNGS"
"6240N.4216.1","6240N - Sustainability (AC)-4216.1","Explore the sustainable interaction between human and natural systems. (SUS110) ","6240NAC","6240N - Sustainability (AC)","08BIOSCI","BIOSCI.SUS"
"6240N.4216.2","6240N - Sustainability (AC)-4216.2","Analyze the concept of sustainable development within local, regional, and global contexts. (SSH111)","6240NAC","6240N - Sustainability (AC)","08BIOSCI","BIOSCI.SUS"
"6243N.4226.1","6243N - Spanish Language and Culture (AC)-4226.1","Demonstrate comprehension of written and oral passages. (SPA101, SPA102, SPA115, SPA116, SPA117, SPA118, SPA119, SPA120, SPA201, SPA202, SPA217, SPA225, SPA226, SPA235, SPA236, SPA241, SPA242, SPA265, SPA266)","6243NAC","6243N - Spanish Language and Culture (AC)","08MLNGHUM","MLNGHUM.LNGS"
"6243N.4226.2","6243N - Spanish Language and Culture (AC)-4226.2","Employ the writing process to provide detailed descriptions and narrations in the past, present, and future. (SPA101, SPA102, SPA115, SPA116, SPA117, SPA118, SPA119, SPA120, SPA201, SPA202, SPA217, SPA225, SPA226, SPA241, SPA235, SPA236, SPA241, SPA242, SPA265, SPA266)","6243NAC","6243N - Spanish Language and Culture (AC)","08MLNGHUM","MLNGHUM.LNGS"
"6243N.4226.3","6243N - Spanish Language and Culture (AC)-4226.3","Ask and answer questions, give instructions and commands, and maintain conversations in the past, present, and future. (SPA101, SPA102, SPA115, SPA116, SPA117, SPA118, SPA119, SPA120, SPA201, SPA202, SPA217, SPA225, SPA226, SPA235, SPA236, SPA241, SPA242, SPA265, SPA266)","6243NAC","6243N - Spanish Language and Culture (AC)","08MLNGHUM","MLNGHUM.LNGS"
"6243N.4226.4","6243N - Spanish Language and Culture (AC)-4226.4","Demonstrate comprehension of authentic written and oral passages that include detailed descriptions and narrations in the past, present, and future. (SPA101, SPA102, SPA115, SPA116, SPA117, SPA118, SPA119, SPA120, SPA201, SPA202, SPA205, SPA206, SPA217, SPA225, SPA226, SPA235, SPA236, SPA241, SPA242, SPA265, SPA266)","6243NAC","6243N - Spanish Language and Culture (AC)","08MLNGHUM","MLNGHUM.LNGS"
"6243N.4226.5","6243N - Spanish Language and Culture (AC)-4226.5","Apply knowledge of cultural norms, values, beliefs, and regional variations to settings where the target language is used. (ARH217, FLA240, GCU223, HIS145, MHL156, SLC201, SPA101, SPA102, SPA201, SPA202, SPA205, SPA206, SPA251, SPA282++, SPA298++, SPH245, SPH298++)","6243NAC","6243N - Spanish Language and Culture (AC)","08MLNGHUM","MLNGHUM.LNGS"
"8101.4226.1","8101 - Associate in Arts, Elementary Education (AAEE) (AAEE)-4226.1","Evaluate the role and impact of various forms of education in a democracy as an active citizen and participate in their communities in constructive ways that demonstrate respect for differing cultures and values. (EDU110, EDU221, EDU220, EDU222, EDU230, EDU236, EDU/ENU291, EDU/HUM/STO292, GCU/POS113, POS220)","8101AAEE","8101 - Associate in Arts, Elementary Education (AAEE) (AAEE)","08SBSCI","SBSCI.EDUECH"
"8101.4226.2","8101 - Associate in Arts, Elementary Education (AAEE) (AAEE)-4226.2","Demonstrate a foundational knowledge of reading, writing, oral language, mathematics, science, social studies, technology, information literacy and art. (BPC110, CIS105, CFS/ECH176, CFS205, COM225, CRE101, ECN211, ECN212, EDU220, EDU221, EDU222, EDU230, EDU236, EDU/ENH291, EDU/HUM/STO292, GCU121, GCU122, HIS104, MAT256, MAT257, PSY101, [FYC], [HU], [MA], [SG], [SQ])","8101AAEE","8101 - Associate in Arts, Elementary Education (AAEE) (AAEE)","08SBSCI","SBSCI.EDUECH"
"8101.4226.3","8101 - Associate in Arts, Elementary Education (AAEE) (AAEE)-4226.3","Analyze K-12 classroom field experience and correlate it with course concepts. (EDU220, EDU221, EDU222, EDU236)","8101AAEE","8101 - Associate in Arts, Elementary Education (AAEE) (AAEE)","08SBSCI","SBSCI.EDUECH"
"8101.4226.4","8101 - Associate in Arts, Elementary Education (AAEE) (AAEE)-4226.4","Demonstrate ongoing learning and use evidence to continually evaluate his/her professional growth, ethics, knowledge, skills, and dispositions (e.g. collaboration, professionalism, reflection, time management, effective communication). (CRE101, EDU110, EDU220, EDU221, EDU222, EDU230, EDU236, [FYC])","8101AAEE","8101 - Associate in Arts, Elementary Education (AAEE) (AAEE)","08SBSCI","SBSCI.EDUECH"
"8101.4226.5","8101 - Associate in Arts, Elementary Education (AAEE) (AAEE)-4226.5","Utilize a foundational knowledge of child development (e.g. physical, cognitive, linguistic, social, and emotional domains), teaching and learning theories, cultural differences, and/or inclusive educational practices for diverse learners. (CFS/ECH176, CFS205, EDU220, EDU221, EDU222, EDU230, EDU236, EDU/ENH291, EDU/HUM/STO292, MAT256, MAT257, PSY101)","8101AAEE","8101 - Associate in Arts, Elementary Education (AAEE) (AAEE)","08SBSCI","SBSCI.EDUECH"
"8101.4226.6","8101 - Associate in Arts, Elementary Education (AAEE) (AAEE)-4226.6","Synthesize knowledge of current and historical influences on education at the local, state, federal and/or global levels to effectively engage in the professional policies and the political process. (EDU110, EDU220, EDU221, EDU222, EDU230, EDU236, GCU/POS113, POS220)","8101AAEE","8101 - Associate in Arts, Elementary Education (AAEE) (AAEE)","08SBSCI","SBSCI.EDUECH"
"8101.4226.7","8101 - Associate in Arts, Elementary Education (AAEE) (AAEE)-4226.7","Apply relevant knowledge, skills, and habits of mind to seek career opportunities in the field. (FYE101, FYE103)","8101AAEE","8101 - Associate in Arts, Elementary Education (AAEE) (AAEE)","08SBSCI","SBSCI.EDUECH"
"8109.4226.1","8109 - Associate in Arts, Emphasis in Anthropology (AA)-4226.1","Develop an understanding of anthropology and how the subfields interrelate. (ASB100, ASB102, ASB222, ASB223, ASB230, ASM104, ASM/FOR275, GPH210)","8109AA","8109 - Associate in Arts, Emphasis in Anthropology (AA)","08SBSCI","SBSCI.ANTHP"
"8109.4226.2","8109 - Associate in Arts, Emphasis in Anthropology (AA)-4226.2","Demonstrate knowledge and comprehension of cultures, past and present, including ecological relationships, subsistence, social organization, and belief systems. (ASB100, ASB102, ASB222, ASB223)","8109AA","8109 - Associate in Arts, Emphasis in Anthropology (AA)","08SBSCI","SBSCI.ANTHP"
"8109.4226.3","8109 - Associate in Arts, Emphasis in Anthropology (AA)-4226.3","Apply a holistic anthropological and culturally relativistic approach to understanding cultural similarities and differences and applying anthropology to local, national, and global human issues. (ASB100, ASB102, ASB222, ASB223,[FYC], [G], [H], [SB])","8109AA","8109 - Associate in Arts, Emphasis in Anthropology (AA)","08SBSCI","SBSCI.ANTHP"
"8109.4226.4","8109 - Associate in Arts, Emphasis in Anthropology (AA)-4226.4","Develop and apply critical thinking and observation skills through the analysis of real world anthropological case studies using the scientific method and multiple perspectives. (ASB100, ASB102, ASB222, ASB223, ASB230, ASM104, ASM/FOR275, MAT206, PSY230, SWU225, [FYC], [MA], (COM))","8109AA","8109 - Associate in Arts, Emphasis in Anthropology (AA)","08SBSCI","SBSCI.ANTHP"
"8109.4226.5","8109 - Associate in Arts, Emphasis in Anthropology (AA)-4226.5","Demonstrate the ability to obtain, critically read, analyze, summarize and critique anthropological research through use of appropriate source material. (ASB100, ASB102, ASB222, ASB223, ASB230, ASM104, ASM/FOR275, MAT206, PSY230, SWU225, [FYC], [MA], [L], (COM), (CRE))","8109AA","8109 - Associate in Arts, Emphasis in Anthropology (AA)","08SBSCI","SBSCI.ANTHP"
"8109.4226.6","8109 - Associate in Arts, Emphasis in Anthropology (AA)-4226.6","Utilize the scientific method to investigate the foundations of human biological variation through a critical evaluation of both ancient and recent human biological adaptation and evolution. (ASM104, ASM/FOR275, BIO181++, BIO182++, CHM150, CHM150AA, CHM151, CHM151AA, CHM151LL, CHM152, CHM152AA, CHM152LL, [MA], [SQ])","8109AA","8109 - Associate in Arts, Emphasis in Anthropology (AA)","08SBSCI","SBSCI.ANTHP"
"8109.4226.7","8109 - Associate in Arts, Emphasis in Anthropology (AA)-4226.7","Evaluate, through archaeological research, the processes of human cultural evolution, such as the origins of: language, agriculture, settled village and urban life, writing, religion, social inequalities and state formation. (ASB102, ASB222, ASB223, GPH211)","8109AA","8109 - Associate in Arts, Emphasis in Anthropology (AA)","08SBSCI","SBSCI.ANTHP"
"8109.4226.8","8109 - Associate in Arts, Emphasis in Anthropology (AA)-4226.8","Apply anthropological ethical principles through the critical analysis of real world case studies. (ASB100, ASB102, ASB222, ASB223, ASB230, ASM104, ASM/FOR275)","8109AA","8109 - Associate in Arts, Emphasis in Anthropology (AA)","08SBSCI","SBSCI.ANTHP"
"8109.4226.9","8109 - Associate in Arts, Emphasis in Anthropology (AA)-4226.9","Apply relevant knowledge, skills, and habits of mind to seek career opportunities in the field. (FYE101, FYE103)","8109AA","8109 - Associate in Arts, Emphasis in Anthropology (AA)","08SBSCI","SBSCI.ANTHP"
"8110.4226.1","8110 - Associate in Arts, Emphasis in English (Literature) (AA)-4226.1","Utilize effective written and oral communications skills to meet the needs of various audiences and contexts, with a special emphasis on scholarly concepts and conventions within the field of English studies. (ENG200, ENH222, ENH242, CRW120, CRW160, CRW170, CRW180, CRW242AF, CRW242AH, ENG205, ENG210, ENG213, ENG215, ENG216, ENG217, ENG218, ENH201, ENH202, ENH221, ENH241, (COM), [FYC])","8110AA","8110 - Associate in Arts, Emphasis in English (Literature) (AA)","08CMPCWLIT","CMPCWLIT.ENG"
"8110.4226.2","8110 - Associate in Arts, Emphasis in English (Literature) (AA)-4226.2","Perform academic research pertaining to works of literature utilizing scholarly practices and ethical standards. (ENG200, ENH222, ENH242, CRW120, CRW160, CRW170, CRW180, CRW242AF, CRW242AH, ENG205, ENG210, ENG213, ENG215, ENG216, ENG217, ENG218, ENH201, ENH202, ENH221, ENH241, (CRE), [CS], [FYC], [MA])","8110AA","8110 - Associate in Arts, Emphasis in English (Literature) (AA)","08CMPCWLIT","CMPCWLIT.ENG"
"8110.4226.3","8110 - Associate in Arts, Emphasis in English (Literature) (AA)-4226.3","Analyze literature and other relevant texts in relation to the social, cultural, and historical contexts within which they are produced and consumed. (ENG200, ENH222, ENH242, ARB+++, ASL+++, CHI+++, FRE+++, GER+++, ITA+++, JPN+++, SPA+++, CRW120, CRW160, CRW170, CRW180, CRW242AF, CRW242AH, ENG205, ENG210, ENG213, ENG215, ENG216, ENG217, ENG218, ENH201, ENH202, ENH221, ENH241, (CRE))","8110AA","8110 - Associate in Arts, Emphasis in English (Literature) (AA)","08CMPCWLIT","CMPCWLIT.ENG"
"8110.4226.4","8110 - Associate in Arts, Emphasis in English (Literature) (AA)-4226.4","Analyze literature and other relevant texts in relation to genre, movement, national tradition, and themes. (ENG200, ENH222, ENH242, ARB+++, ASL+++, CHI+++, FRE+++, GER+++, ITA+++, JPN+++, SPA+++, CRW120, CRW160, CRW170, CRW180, CRW242AF, CRW242AH, ENG205, ENG210, ENG213, ENG215, ENG216, ENG217, ENG218, ENH201, ENH202, ENH221, ENH241, (CRE), [SB], [SG], [SQ])","8110AA","8110 - Associate in Arts, Emphasis in English (Literature) (AA)","08CMPCWLIT","CMPCWLIT.ENG"
"8110.4226.5","8110 - Associate in Arts, Emphasis in English (Literature) (AA)-4226.5","Synthesize theory, scholarly work, and personal insights to develop and support textual analysis. (ENG200, ENH222, ENH242, CRW120, CRW160, CRW170, CRW180, CRW242AF, CRW242AH, ENG205, ENG210, ENG213, ENG215, ENG216, ENG217, ENG218, ENH201, ENH202, ENH221, ENH241, (CRE), [FYC])","8110AA","8110 - Associate in Arts, Emphasis in English (Literature) (AA)","08CMPCWLIT","CMPCWLIT.ENG"
"8110.4226.6","8110 - Associate in Arts, Emphasis in English (Literature) (AA)-4226.6","Apply relevant knowledge, skills, and habits of mind to seek career opportunities in the field. (FYE101, FYE103)","8110AA","8110 - Associate in Arts, Emphasis in English (Literature) (AA)","08CMPCWLIT","CMPCWLIT.ENG"
"8111.4226.1","8111 - Associate in Arts, Emphasis in Economics (AA)-4226.1","Analyze and interpret domestic and global economic data. (ECN211, ECN212, GBS221, MAT206, MAT217, MAT218, SWU225, LANG, [MA], [SG], [SQ])","8111AA","8111 - Associate in Arts, Emphasis in Economics (AA)","08SBSCI","SBSCI.ECN"
"8111.4226.2","8111 - Associate in Arts, Emphasis in Economics (AA)-4226.2","Use marginal analysis to evaluate decisions in a wide variety of contexts. (ECN211, ECN212, MAT217, MAT218, [MA])","8111AA","8111 - Associate in Arts, Emphasis in Economics (AA)","08SBSCI","SBSCI.ECN"
"8111.4226.3","8111 - Associate in Arts, Emphasis in Economics (AA)-4226.3","Apply models to interpret and predict economic outcomes and relationships. (ECN211, ECN212, GBS221, MAT206, MAT217, MAT218, SWU225, [MA])","8111AA","8111 - Associate in Arts, Emphasis in Economics (AA)","08SBSCI","SBSCI.ECN"
"8111.4226.4","8111 - Associate in Arts, Emphasis in Economics (AA)-4226.4","Describe the limitations of economic models. (ECN211, ECN212, GBS221, MAT206, SWU225)","8111AA","8111 - Associate in Arts, Emphasis in Economics (AA)","08SBSCI","SBSCI.ECN"
"8111.4226.5","8111 - Associate in Arts, Emphasis in Economics (AA)-4226.5","Recommend solutions to improve economic outcomes. (ECN211, ECN212, GBS221, MAT206, MAT217, MAT218, SWU225, [MA], (COM))","8111AA","8111 - Associate in Arts, Emphasis in Economics (AA)","08SBSCI","SBSCI.ECN"
"8111.4226.6","8111 - Associate in Arts, Emphasis in Economics (AA)-4226.6","Communicate economic ideas and arguments to varied audiences. (ECN211, ECN212, GBS221, MAT206, MAT217, MAT218, SWU225, LANG, [FYC], [HU], [MA], (COM))","8111AA","8111 - Associate in Arts, Emphasis in Economics (AA)","08SBSCI","SBSCI.ECN"
"8111.4226.7","8111 - Associate in Arts, Emphasis in Economics (AA)-4226.7","Apply relevant knowledge, skills, and habits of mind to seek career opportunities in the field. (FYE101, FYE103)","8111AA","8111 - Associate in Arts, Emphasis in Economics (AA)","08SBSCI","SBSCI.ECN"
"8114.4226.1","8114 - Associate in Arts, Emphasis in History (AA)-4226.1","Employ historical methods to analyze patterns of continuity and change. (HIS100, HIS101, HIS102, HIS103, HIS104, HIS108, HIS110, HIS111, HIS113, HIS114, AIS/HIS140, HIS240, HIS241, HIS242, (CRE), [CS], [MA])","8114AA","8114 - Associate in Arts, Emphasis in History (AA)","08MLNGHUM","MLNGHUM.HIS"
"8114.4226.2","8114 - Associate in Arts, Emphasis in History (AA)-4226.2","Interpret the impact of historical figures, events, movements, and patterns. (HIS100, HIS101, HIS102,HIS103, HIS104, HIS108, HIS110, HIS111, HIS113, HIS114, AIS/HIS140, HIS240, HIS241, HIS242, [CS], [SG], [SQ])","8114AA","8114 - Associate in Arts, Emphasis in History (AA)","08MLNGHUM","MLNGHUM.HIS"
"8114.4226.3","8114 - Associate in Arts, Emphasis in History (AA)-4226.3","Formulate questions using existing arguments, methodology, and frameworks and apply to research. (HIS100, HIS101, HIS102,HIS103, HIS104, HIS108, HIS110, HIS111, HIS113, HIS114, HIS240, HIS241, HIS242, (CRE), [FYC], [MA], [SG], [SQ])","8114AA","8114 - Associate in Arts, Emphasis in History (AA)","08MLNGHUM","MLNGHUM.HIS"
"8114.4226.4","8114 - Associate in Arts, Emphasis in History (AA)-4226.4","Critically assess sources for authority, relevance, and application. (HIS100, HIS101, HIS102, HIS103, HIS104, HIS108, HIS110, HIS111, HIS113, HIS114, HIS240, HIS241, HIS242, (CRE), [CS], [FYC], [SG] or [SQ])","8114AA","8114 - Associate in Arts, Emphasis in History (AA)","08MLNGHUM","MLNGHUM.HIS"
"8114.4226.5","8114 - Associate in Arts, Emphasis in History (AA)-4226.5","Analyze historical evidence to gain understanding of one's self and different perspectives. (HIS100, HIS101, HIS102, HIS103, HIS104, HIS108, HIS110, HIS111, HIS113, HIS114, AIS/HIS140, HIS240, HIS241, HIS242, [FYC], [MA])","8114AA","8114 - Associate in Arts, Emphasis in History (AA)","08MLNGHUM","MLNGHUM.HIS"
"8114.4226.6","8114 - Associate in Arts, Emphasis in History (AA)-4226.6","Collaborate with people of diverse backgrounds to solve problems. (HIS100, HIS101, HIS102, HIS103, HIS104, HIS108, HIS110, HIS111, HIS113, HIS114, HIS240, HIS241, HIS242, (COM), (CRE), [MA])","8114AA","8114 - Associate in Arts, Emphasis in History (AA)","08MLNGHUM","MLNGHUM.HIS"
"8114.4226.7","8114 - Associate in Arts, Emphasis in History (AA)-4226.7","Construct an evidence-based historical argument that incorporates primary and secondary sources. (HIS100, HIS101, HIS102, HIS103, HIS104, HIS108, HIS110, HIS111, HIS113, HIS114, HIS240, HIS241, HIS242, (CRE), [FYC])","8114AA","8114 - Associate in Arts, Emphasis in History (AA)","08MLNGHUM","MLNGHUM.HIS"
"8114.4226.8","8114 - Associate in Arts, Emphasis in History (AA)-4226.8","Articulate the diversity of human experience over time within a global context. (HIS100, HIS101, HIS102, HIS108, HIS110, HIS111, HIS113, HIS114, AIS/HIS140, HIS240, HIS241, HIS242, [FYC], [SG] or [SQ])","8114AA","8114 - Associate in Arts, Emphasis in History (AA)","08MLNGHUM","MLNGHUM.HIS"
"8114.4226.9","8114 - Associate in Arts, Emphasis in History (AA)-4226.9","Communicate findings of historical research to a diverse audience. (HIS100, HIS101, HIS102, HIS103, HIS104, HIS108, HIS110, HIS111, HIS113, HIS114, HIS240, HIS241, HIS242, (COM), [FYC])","8114AA","8114 - Associate in Arts, Emphasis in History (AA)","08MLNGHUM","MLNGHUM.HIS"
"8114.4226.10","8114 - Associate in Arts, Emphasis in History (AA)-4226.10","Apply historical awareness to a range of professional settings, civic engagement, and everyday life. (HIS100, HIS101, HIS102, HIS103, HIS104, HIS108, HIS110, HIS111, HIS113, HIS114, HIS240, HIS241, HIS242)","8114AA","8114 - Associate in Arts, Emphasis in History (AA)","08MLNGHUM","MLNGHUM.HIS"
"8114.4226.11","8114 - Associate in Arts, Emphasis in History (AA)-4226.11","Apply relevant knowledge, skills, and habits of mind to seek career opportunities in the field. (FYE101, FYE103)","8114AA","8114 - Associate in Arts, Emphasis in History (AA)","08MLNGHUM","MLNGHUM.HIS"
"8115.4226.1","8115 - Associate in Arts, Emphasis in Nutritional Science (AA)-4226.1","Communicate effectively orally and in writing, utilizing the vocabulary of nutritional sciences. (BIO156++, BIO181++, FON100, FON125, HCC145, MAT206, PSY230, (CRE), [FYC], (COM))","8115AA","8115 - Associate in Arts, Emphasis in Nutritional Science (AA)","08HLTSCPUB","HLTSCPUB.NTR"
"8115.4226.2","8115 - Associate in Arts, Emphasis in Nutritional Science (AA)-4226.2","Connect knowledge from the physical, biological, agricultural, and environmental sciences to the science of food and nutrition in health and disease processes. (BIO201++, BIO202, BIO205, CHM130, CHM130LL, CHM130AA, CHM150, CHM150AA, CHM151, CHM151LL, CHM151AA, CHM152, CHM152LL, CHM230, CHM230LL, EXS290, FON100, FON142AB, FON225, FON241)","8115AA","8115 - Associate in Arts, Emphasis in Nutritional Science (AA)","08HLTSCPUB","HLTSCPUB.NTR"
"8115.4226.3","8115 - Associate in Arts, Emphasis in Nutritional Science (AA)-4226.3","Apply food safety and food science principles in general practice. (FON100, FON142AB, FON241)","8115AA","8115 - Associate in Arts, Emphasis in Nutritional Science (AA)","08HLTSCPUB","HLTSCPUB.NTR"
"8115.4226.4","8115 - Associate in Arts, Emphasis in Nutritional Science (AA)-4226.4","Evaluate socially and culturally appropriate strategies in order to respect nutritional and agricultural diverse cultures and values. (FON100, PSY101, [HU], [SB], (COM))","8115AA","8115 - Associate in Arts, Emphasis in Nutritional Science (AA)","08HLTSCPUB","HLTSCPUB.NTR"
"8115.4226.5","8115 - Associate in Arts, Emphasis in Nutritional Science (AA)-4226.5","Describe and demonstrate the governance and ethics principles of food, nutrition, dietetics and health professionals. (BIO156++, BIO181++, BIO205, FON125, [FYC], [HU], [SB])","8115AA","8115 - Associate in Arts, Emphasis in Nutritional Science (AA)","08HLTSCPUB","HLTSCPUB.NTR"
"8115.4226.6","8115 - Associate in Arts, Emphasis in Nutritional Science (AA)-4226.6","Locate and evaluate nutrition literature using various technologies. (EXS290, FON100, FON142AB, FON225, FON241, MAT206, PSY230, (CRE), [FYC])","8115AA","8115 - Associate in Arts, Emphasis in Nutritional Science (AA)","08HLTSCPUB","HLTSCPUB.NTR"
"8115.4226.7","8115 - Associate in Arts, Emphasis in Nutritional Science (AA)-4226.7","Evaluate food systems and nutrition information based on scientific evidence. (BIO201++, BIO202, CHM130, CHM130LL, CHM130AA, CHM150, CHM150AA, CHM151, CHM151LL, CHM151AA, CHM152, CHM152LL, CHM230, CHM230LL, EXS290, FON100, FON225, MAT206, PSY101, PSY230, (CRE), [FYC], [MA])","8115AA","8115 - Associate in Arts, Emphasis in Nutritional Science (AA)","08HLTSCPUB","HLTSCPUB.NTR"
"8115.4226.8","8115 - Associate in Arts, Emphasis in Nutritional Science (AA)-4226.8","Apply relevant knowledge, skills, and habits of mind to seek career opportunities in the field. (FYE101, FYE103)","8115AA","8115 - Associate in Arts, Emphasis in Nutritional Science (AA)","08HLTSCPUB","HLTSCPUB.NTR"
"8118.4226.1","8118 - Associate in Arts, Emphasis in English (Creative Writing) (AA)-4226.1","Analyze the aesthetic values and literary styles of diverse eras and cultures. (CRW150, CRW160, CRW170, CRW270, CRW271, ENG200, ENH190, ENH202, ENH222, ENH241, ENH242, ENH255, ENH259, ENH260, ENH285, ARB+++, ASL+++, CHI+++, FRE+++, GER+++, ITA+++, JPN+++, SPA+++, [HU], [SB], (CRE))","8118AA","8118 - Associate in Arts, Emphasis in English (Creative Writing) (AA)","08CMPCWLIT","CMPCWLIT.CRW"
"8118.4226.2","8118 - Associate in Arts, Emphasis in English (Creative Writing) (AA)-4226.2","Examine the technical elements of literature across multiple genres. (CRW150, CRW160, CRW170, CRW270, CRW271, ENG200, ENH190, ENH202, ENH222, ENH241, ENH242, ENH255, ENH259, ENH260, ENH285, (CRE))","8118AA","8118 - Associate in Arts, Emphasis in English (Creative Writing) (AA)","08CMPCWLIT","CMPCWLIT.CRW"
"8118.4226.3","8118 - Associate in Arts, Emphasis in English (Creative Writing) (AA)-4226.3","Interpret the effects of technical craft elements in published literary works. (CRW150, CRW160, CRW170, CRW270, CRW271, ENG200, ENG215, ENH190, ENH202, ENH222, ENH241, ENH242, ENH255, ENH259, ENH260, ENH285, (CRE))","8118AA","8118 - Associate in Arts, Emphasis in English (Creative Writing) (AA)","08CMPCWLIT","CMPCWLIT.CRW"
"8118.4226.4","8118 - Associate in Arts, Emphasis in English (Creative Writing) (AA)-4226.4","Explore the dynamic relationships among people, culture, and the physical world. (CRW150, CRW160, CRW170, CRW270, CRW271, ENG200, ENG215, ENH190, ENH202, ENH222, ENH241, ENH242, ENH255, ENH259, ENH260, ENH285, ARB+++, ASL+++, CHI+++, FRE+++, GER+++, ITA+++, JPN+++, SPA+++, (COM), [FYC], [HU], [SB], [SG], [SQ])","8118AA","8118 - Associate in Arts, Emphasis in English (Creative Writing) (AA)","08CMPCWLIT","CMPCWLIT.CRW"
"8118.4226.5","8118 - Associate in Arts, Emphasis in English (Creative Writing) (AA)-4226.5","Demonstrate social responsibility and ethical behavior toward the creation of original works in a culturally diverse world. (CRW150, CRW160, CRW170, CRW270, CRW271, ENG200, ENG215, ENH190, ENH202, ENH222, ENH241, ENH242, ENH255, ENH259, ENH260, ENH285, (COM), [CS], [FYC], [HU])","8118AA","8118 - Associate in Arts, Emphasis in English (Creative Writing) (AA)","08CMPCWLIT","CMPCWLIT.CRW"
"8118.4226.6","8118 - Associate in Arts, Emphasis in English (Creative Writing) (AA)-4226.6","Engage the creative process through problem-solving, experimentation, and inspiration to produce original works across multiple genres. (CRW150, CRW160, CRW170, CRW270, CRW271, ENG200, ENG215, ARB+++, ASL+++, CHI+++, FRE+++, GER+++, ITA+++, JPN+++, SPA+++, (COM), [MA], [SB], [SG], [SQ])","8118AA","8118 - Associate in Arts, Emphasis in English (Creative Writing) (AA)","08CMPCWLIT","CMPCWLIT.CRW"
"8118.4226.7","8118 - Associate in Arts, Emphasis in English (Creative Writing) (AA)-4226.7","Apply the peer review workshop process to explore, develop, and revise original writing. (CRW150, CRW160, CRW170, CRW270, CRW271, (COM), [FYC])","8118AA","8118 - Associate in Arts, Emphasis in English (Creative Writing) (AA)","08CMPCWLIT","CMPCWLIT.CRW"
"8118.4226.8","8118 - Associate in Arts, Emphasis in English (Creative Writing) (AA)-4226.8","Prepare original works for publication following established conventions. (CRW150, CRW160, CRW170, CRW270, CRW271, [CS], [FYC])","8118AA","8118 - Associate in Arts, Emphasis in English (Creative Writing) (AA)","08CMPCWLIT","CMPCWLIT.CRW"
"8118.4226.9","8118 - Associate in Arts, Emphasis in English (Creative Writing) (AA)-4226.9","Apply relevant knowledge, skills, and habits of mind to seek career opportunities in the field. (FYE101, FYE103)","8118AA","8118 - Associate in Arts, Emphasis in English (Creative Writing) (AA)","08CMPCWLIT","CMPCWLIT.CRW"
"8119.4226.1","8119 - Associate in Arts, Emphasis in Sociology (AA)-4226.1","Examine different situations using multiple lenses and sociological theories. (SOC101, SOC212, SOC241, SOC251, [FYC], (COM))","8119AA","8119 - Associate in Arts, Emphasis in Sociology (AA)","08SBSCI","SBSCI.SOC"
"8119.4226.2","8119 - Associate in Arts, Emphasis in Sociology (AA)-4226.2","Recognize some of the ways in which individuals' biographies and identities, including our own, are shaped through social institutions, patterns of social inequalities, privileges, cultural practices, and biases. (SOC101, SOC212, SOC241, SOC251, [FYC], (COM))","8119AA","8119 - Associate in Arts, Emphasis in Sociology (AA)","08SBSCI","SBSCI.SOC"
"8119.4226.3","8119 - Associate in Arts, Emphasis in Sociology (AA)-4226.3","Explain the uniqueness of sociology as a social science discipline. (SOC101, SOC212, SOC241, SOC251, [FYC], (COM))","8119AA","8119 - Associate in Arts, Emphasis in Sociology (AA)","08SBSCI","SBSCI.SOC"
"8119.4226.4","8119 - Associate in Arts, Emphasis in Sociology (AA)-4226.4","Apply the sociological perspective about the social world. (SOC101, SOC212, SOC241, SOC251, [FYC], (COM))","8119AA","8119 - Associate in Arts, Emphasis in Sociology (AA)","08SBSCI","SBSCI.SOC"
"8119.4226.5","8119 - Associate in Arts, Emphasis in Sociology (AA)-4226.5","Evaluate the diversity of the US, including, but not limited to, race, ethnicity, ability, gender, and sexualities, and their place in the global context. (SOC101, SOC212, SOC241, SOC251, [FYC], (COM))","8119AA","8119 - Associate in Arts, Emphasis in Sociology (AA)","08SBSCI","SBSCI.SOC"
"8119.4226.6","8119 - Associate in Arts, Emphasis in Sociology (AA)-4226.6","Critically evaluate diverse social, cultural, and political perspectives and ideas using evidence- based data. (SOC101, SOC212, SOC241, SOC251, [FYC], [MA])","8119AA","8119 - Associate in Arts, Emphasis in Sociology (AA)","08SBSCI","SBSCI.SOC"
"8119.4226.7","8119 - Associate in Arts, Emphasis in Sociology (AA)-4226.7","Communicate in a manner that demonstrates empathy, self-awareness, open mindedness and responsiveness. (SOC101, SOC212, SOC241, SOC251, [FYC], (COM))","8119AA","8119 - Associate in Arts, Emphasis in Sociology (AA)","08SBSCI","SBSCI.SOC"
